id;ville;annee;mois;temp_moy;temp_max_moy;temp_min_moy;precipitation_mm;ensoleillement_h
1473;Nantes;1974;9;18.4;23.5;13.0;65;152
1474;Nantes;1974;10;13.9;18.6;8.2;58;115
1475;Nantes;1974;11;9.1;15.4;4.9;96;65
1476;Nantes;1974;12;8.0;14.1;3.0;76;76
1477;Bordeaux;1974;1;8.1;14.1;3.9;56;80
1478;Bordeaux;1974;2;7.5;12.5;2.7;59;96
1479;Bordeaux;1974;3;9.9;15.1;4.5;63;136
1480;Bordeaux;1974;4;13.5;18.1;8.2;75;163
1481;Bordeaux;1974;5;18.4;23.2;14.0;75;199
1482;Bordeaux;1974;6;20.6;25.1;16.5;65;229
1483;Bordeaux;1974;7;22.4;27.7;17.1;45;265
1484;Bordeaux;1974;8;23.1;27.6;17.4;60;244
1485;Bordeaux;1974;9;19.9;24.4;15.9;79;164
1486;Bordeaux;1974;10;14.0;19.7;9.8;80;112
1487;Bordeaux;1974;11;10.0;16.2;5.6;89;92
1488;Bordeaux;1974;12;7.3;13.2;1.4;98;80
1489;Marseille;1974;1;8.9;14.3;3.5;55;163
1490;Marseille;1974;2;9.3;13.9;3.4;28;187
1491;Marseille;1974;3;13.3;18.7;7.8;41;172
1492;Marseille;1974;4;16.0;21.8;11.8;35;267
1493;Marseille;1974;5;19.8;25.3;14.3;23;297
1494;Marseille;1974;6;24.7;29.3;20.2;19;307
1495;Marseille;1974;7;27.1;33.4;22.1;7;363
1496;Marseille;1974;8;26.1;31.6;22.0;19;310
1497;Marseille;1974;9;22.3;28.0;16.6;35;290
1498;Marseille;1974;10;17.3;22.3;12.4;58;191
1499;Marseille;1974;11;11.7;17.7;6.8;63;135
1500;Marseille;1974;12;8.6;14.1;3.5;67;147
1501;Lille;1975;1;3.4;8.7;-0.7;58;51
1502;Lille;1975;2;4.3;9.5;0.1;50;66
1503;Lille;1975;3;8.0;14.0;3.9;40;98
1504;Lille;1975;4;11.2;16.7;7.1;51;136
1505;Lille;1975;5;15.2;20.7;9.3;50;215
1506;Lille;1975;6;18.1;23.6;13.1;69;198
1507;Lille;1975;7;19.7;24.4;14.7;70;218
1508;Lille;1975;8;19.4;25.3;14.5;60;185
1509;Lille;1975;9;16.0;20.7;11.8;68;152
1510;Lille;1975;10;11.4;16.2;6.6;79;81
1511;Lille;1975;11;9.8;16.2;5.0;43;42
1512;Lille;1975;12;4.6;11.0;-0.2;74;37
1513;Paris;1975;1;6.0;10.9;0.8;58;69
1514;Paris;1975;2;6.0;11.6;1.4;54;62
1515;Paris;1975;3;9.0;15.4;4.7;55;136
1516;Paris;1975;4;12.8;18.1;6.9;61;139
1517;Paris;1975;5;17.6;23.5;13.4;73;227
1518;Paris;1975;6;19.3;24.0;13.5;70;211
1519;Paris;1975;7;21.2;26.9;16.8;80;236
1520;Paris;1975;8;22.3;28.2;17.0;59;217
1521;Paris;1975;9;16.4;22.4;12.0;57;185
1522;Paris;1975;10;13.6;19.0;7.7;72;111
1523;Paris;1975;11;8.3;14.3;2.6;63;65
1524;Paris;1975;12;5.0;11.5;-0.8;53;51
1525;Nantes;1975;1;6.9;13.2;2.7;92;83
1526;Nantes;1975;2;7.0;13.1;2.3;77;77
1527;Nantes;1975;3;9.8;16.0;5.4;57;137
1528;Nantes;1975;4;12.6;17.5;7.0;54;193
1529;Nantes;1975;5;16.1;20.6;10.7;59;176
1530;Nantes;1975;6;19.8;25.9;14.8;56;198
1531;Nantes;1975;7;22.0;27.6;17.6;36;279
1532;Nantes;1975;8;20.9;26.6;15.6;32;238
1533;Nantes;1975;9;17.1;23.5;12.1;55;196
1534;Nantes;1975;10;14.7;21.0;9.2;74;103
1535;Nantes;1975;11;8.4;13.1;4.3;58;61
1536;Nantes;1975;12;8.2;12.8;2.7;87;73
1537;Bordeaux;1975;1;8.5;13.5;2.5;93;79
1538;Bordeaux;1975;2;9.1;14.3;4.7;76;80
1539;Bordeaux;1975;3;11.4;17.1;7.0;87;157
1540;Bordeaux;1975;4;12.4;18.2;7.5;69;150
1541;Bordeaux;1975;5;17.7;23.8;13.0;87;220
1542;Bordeaux;1975;6;20.7;26.6;15.2;67;208
1543;Bordeaux;1975;7;22.6;28.7;17.2;40;228
1544;Bordeaux;1975;8;22.1;27.0;16.9;47;246
1545;Bordeaux;1975;9;19.4;24.3;14.3;61;214
1546;Bordeaux;1975;10;15.4;21.6;10.5;116;132
1547;Bordeaux;1975;11;9.5;15.9;4.6;63;78
1548;Bordeaux;1975;12;6.2;11.1;0.4;98;78
1549;Marseille;1975;1;9.5;15.5;4.4;38;149
1550;Marseille;1975;2;10.6;15.7;5.6;35;147
1551;Marseille;1975;3;13.0;17.9;7.6;41;179
1552;Marseille;1975;4;15.2;21.2;10.8;40;255
1553;Marseille;1975;5;17.0;22.8;11.8;32;315
1554;Marseille;1975;6;22.5;27.7;17.8;19;322
1555;Marseille;1975;7;26.9;31.8;21.4;6;393
1556;Marseille;1975;8;26.2;31.6;20.5;18;309
1557;Marseille;1975;9;23.4;28.4;18.9;42;245
1558;Marseille;1975;10;17.8;23.0;13.4;57;211
1559;Marseille;1975;11;11.7;16.7;5.9;83;143
1560;Marseille;1975;12;9.2;14.8;3.8;70;108
1561;Lille;1976;1;4.9;10.6;0.9;47;57
1562;Lille;1976;2;5.3;10.5;-0.7;37;79
1563;Lille;1976;3;7.7;13.3;2.6;49;117
1564;Lille;1976;4;9.2;14.4;4.8;40;124
1565;Lille;1976;5;14.3;18.9;9.5;40;215
1566;Lille;1976;6;18.5;23.4;13.5;61;163
1567;Lille;1976;7;19.2;25.0;14.2;59;194
1568;Lille;1976;8;18.8;24.0;12.9;49;173
1569;Lille;1976;9;15.1;20.8;9.6;55;131
1570;Lille;1976;10;11.8;16.4;6.1;61;98
1571;Lille;1976;11;8.5;13.5;3.0;61;52
1572;Lille;1976;12;4.4;10.3;-0.7;54;42
1573;Paris;1976;1;5.4;11.2;1.3;68;64
1574;Paris;1976;2;6.3;12.1;2.2;44;82
1575;Paris;1976;3;9.5;15.9;4.8;51;149
1576;Paris;1976;4;12.5;18.6;7.2;39;185
1577;Paris;1976;5;15.4;20.1;10.0;59;170
1578;Paris;1976;6;17.9;23.6;12.1;47;201
1579;Paris;1976;7;21.8;26.4;17.1;68;228
1580;Paris;1976;8;21.3;27.5;17.1;54;192
1581;Paris;1976;9;17.8;24.1;13.5;47;162
1582;Paris;1976;10;12.9;18.5;8.6;73;126
1583;Paris;1976;11;9.4;14.6;3.7;51;58
1584;Paris;1976;12;4.2;10.6;-0.1;45;57
1585;Nantes;1976;1;7.1;13.2;2.5;95;73
1586;Nantes;1976;2;7.6;13.4;3.6;74;93
1587;Nantes;1976;3;10.2;16.5;5.6;47;157
1588;Nantes;1976;4;12.3;17.7;6.8;51;169
1589;Nantes;1976;5;17.2;23.1;12.3;71;168
1590;Nantes;1976;6;18.3;24.1;13.9;50;175
1591;Nantes;1976;7;21.7;28.1;16.0;40;269
1592;Nantes;1976;8;20.6;26.3;15.8;35;182
1593;Nantes;1976;9;17.5;22.6;11.8;63;189
1594;Nantes;1976;10;13.3;19.0;8.5;81;119
1595;Nantes;1976;11;10.2;16.2;5.2;69;83
1596;Nantes;1976;12;8.5;13.4;2.6;63;63
1597;Bordeaux;1976;1;7.8;12.6;3.0;71;85
1598;Bordeaux;1976;2;8.4;13.0;3.5;68;98
1599;Bordeaux;1976;3;11.2;16.4;6.4;56;158
1600;Bordeaux;1976;4;13.7;18.5;8.8;77;144
1601;Bordeaux;1976;5;18.1;24.6;13.7;61;181
1602;Bordeaux;1976;6;20.7;26.5;16.5;57;279
1603;Bordeaux;1976;7;22.6;27.2;18.3;54;262
1604;Bordeaux;1976;8;22.2;27.6;16.3;47;280
1605;Bordeaux;1976;9;19.2;25.2;13.6;91;208
1606;Bordeaux;1976;10;14.2;19.8;9.6;113;118
1607;Bordeaux;1976;11;9.4;15.2;3.9;69;79
1608;Bordeaux;1976;12;6.9;11.8;1.7;95;67
1609;Marseille;1976;1;9.5;15.8;5.0;46;142
1610;Marseille;1976;2;10.6;16.8;6.0;42;166
1611;Marseille;1976;3;13.5;19.2;8.3;35;242
1612;Marseille;1976;4;16.2;21.0;10.6;48;267
1613;Marseille;1976;5;19.7;25.2;15.5;24;263
1614;Marseille;1976;6;22.6;28.4;18.4;21;376
1615;Marseille;1976;7;27.3;32.1;22.2;5;407
1616;Marseille;1976;8;25.4;31.3;20.7;14;289
1617;Marseille;1976;9;21.1;26.7;16.6;37;220
1618;Marseille;1976;10;17.4;22.0;13.0;63;147
1619;Marseille;1976;11;12.6;17.3;6.9;66;121
1620;Marseille;1976;12;8.7;14.8;3.8;46;105
1621;Lille;1977;1;3.7;9.6;-1.6;39;45
1622;Lille;1977;2;4.6;10.2;-0.9;45;64
1623;Lille;1977;3;7.6;12.4;2.3;56;120
1624;Lille;1977;4;11.0;17.3;5.1;54;170
1625;Lille;1977;5;15.3;20.8;10.1;44;215
1626;Lille;1977;6;17.5;23.2;13.1;61;211
1627;Lille;1977;7;20.4;25.9;15.6;88;212
1628;Lille;1977;8;18.5;25.0;13.7;71;179
1629;Lille;1977;9;15.4;21.2;9.7;69;111
1630;Lille;1977;10;12.2;17.5;7.0;64;82
1631;Lille;1977;11;7.1;11.8;1.9;59;53
1632;Lille;1977;12;4.4;9.7;-1.4;66;46
1633;Paris;1977;1;5.0;10.0;-0.7;44;52
1634;Paris;1977;2;6.4;11.1;1.4;41;71
1635;Paris;1977;3;9.2;15.3;5.0;49;123
1636;Paris;1977;4;12.7;17.7;6.9;51;155
1637;Paris;1977;5;16.3;20.9;10.8;53;166
1638;Paris;1977;6;18.1;24.5;13.2;41;192
1639;Paris;1977;7;21.8;26.8;17.3;73;247
1640;Paris;1977;8;20.9;27.3;15.4;52;209
1641;Paris;1977;9;17.0;22.2;11.3;59;147
1642;Paris;1977;10;13.3;19.4;7.4;77;91
1643;Paris;1977;11;7.9;12.6;2.3;62;68
1644;Paris;1977;12;6.0;11.4;0.1;49;52
1645;Nantes;1977;1;6.9;12.6;2.3;72;68
1646;Nantes;1977;2;8.4;14.5;3.3;59;81
1647;Nantes;1977;3;9.8;16.3;4.6;47;164
1648;Nantes;1977;4;10.4;16.0;6.2;47;159
1649;Nantes;1977;5;15.2;21.1;9.8;66;160
1650;Nantes;1977;6;19.4;25.6;13.7;56;232
1651;Nantes;1977;7;20.9;27.1;16.8;51;279
1652;Nantes;1977;8;21.5;27.6;16.7;37;263
1653;Nantes;1977;9;17.6;23.8;13.1;55;157
1654;Nantes;1977;10;14.6;19.8;9.0;67;113
1655;Nantes;1977;11;9.1;15.1;3.3;88;70
1656;Nantes;1977;12;7.0;12.7;2.5;102;67
1657;Bordeaux;1977;1;7.2;13.2;1.7;60;95
1658;Bordeaux;1977;2;7.5;13.6;2.4;75;104
1659;Bordeaux;1977;3;12.0;17.4;6.9;52;141
1660;Bordeaux;1977;4;14.0;20.0;8.5;52;178
1661;Bordeaux;1977;5;17.0;23.4;12.1;76;193
1662;Bordeaux;1977;6;20.1;26.5;14.5;56;196
1663;Bordeaux;1977;7;22.9;28.2;17.9;55;300
1664;Bordeaux;1977;8;22.3;27.5;16.7;58;278
1665;Bordeaux;1977;9;18.9;23.6;13.4;55;168
1666;Bordeaux;1977;10;14.5;20.1;9.2;69;109
1667;Bordeaux;1977;11;9.0;14.2;4.6;84;87
1668;Bordeaux;1977;12;7.3;13.5;3.0;99;73
1669;Marseille;1977;1;10.4;15.8;5.0;60;139
1670;Marseille;1977;2;9.3;14.1;4.8;33;166
1671;Marseille;1977;3;12.2;17.3;6.4;36;242
1672;Marseille;1977;4;14.8;19.9;8.9;46;233
1673;Marseille;1977;5;18.9;25.2;13.2;35;327
1674;Marseille;1977;6;24.5;31.0;19.7;14;337
1675;Marseille;1977;7;26.9;31.4;22.7;7;404
1676;Marseille;1977;8;27.5;33.7;22.3;17;356
1677;Marseille;1977;9;23.0;28.9;17.2;49;264
1678;Marseille;1977;10;17.6;22.6;12.3;70;160
1679;Marseille;1977;11;12.5;18.8;7.3;84;134
1680;Marseille;1977;12;9.6;15.5;5.3;45;137
1681;Lille;1978;1;5.1;11.0;0.6;47;51
1682;Lille;1978;2;5.9;12.0;0.1;48;67
1683;Lille;1978;3;8.5;14.5;2.9;39;100
1684;Lille;1978;4;9.1;15.6;4.9;44;134
1685;Lille;1978;5;15.8;21.1;11.1;38;206
1686;Lille;1978;6;18.8;23.5;13.7;43;222
1687;Lille;1978;7;19.7;24.3;14.9;78;218
1688;Lille;1978;8;20.3;25.0;15.9;57;195
1689;Lille;1978;9;15.4;21.0;10.0;68;161
1690;Lille;1978;10;11.9;17.5;7.4;59;101
1691;Lille;1978;11;6.7;12.4;1.4;42;58
1692;Lille;1978;12;6.0;12.2;1.3;74;45
1693;Paris;1978;1;5.4;10.6;0.0;63;71
1694;Paris;1978;2;4.9;9.7;0.6;44;82
1695;Paris;1978;3;9.7;15.4;4.6;52;138
1696;Paris;1978;4;11.8;18.1;7.1;45;146
1697;Paris;1978;5;16.8;21.5;11.4;46;195
1698;Paris;1978;6;18.5;24.3;12.7;38;207
1699;Paris;1978;7;22.1;26.7;16.8;50;223
1700;Paris;1978;8;22.6;28.1;16.7;39;238
1701;Paris;1978;9;18.0;23.3;13.4;42;145
1702;Paris;1978;10;13.1;19.4;7.7;56;107
1703;Paris;1978;11;9.1;13.8;4.6;56;71
1704;Paris;1978;12;4.0;9.8;-0.4;43;52
1705;Nantes;1978;1;7.7;12.8;2.5;98;66
1706;Nantes;1978;2;8.3;13.9;4.3;79;104
1707;Nantes;1978;3;9.7;15.4;5.4;64;117
1708;Nantes;1978;4;11.4;17.6;6.6;69;188
1709;Nantes;1978;5;15.7;22.0;9.9;60;188
1710;Nantes;1978;6;18.7;24.1;13.9;47;212
1711;Nantes;1978;7;21.7;26.9;17.6;31;251
1712;Nantes;1978;8;21.1;27.4;16.7;45;215
1713;Nantes;1978;9;18.3;23.8;13.1;60;133
1714;Nantes;1978;10;14.0;18.7;9.3;83;120
1715;Nantes;1978;11;9.2;13.8;4.4;82;67
1716;Nantes;1978;12;7.3;11.8;1.3;85;57
1717;Bordeaux;1978;1;6.8;11.8;1.7;75;83
1718;Bordeaux;1978;2;8.2;13.2;4.1;81;95
1719;Bordeaux;1978;3;11.8;18.2;6.0;60;139
1720;Bordeaux;1978;4;14.4;19.0;9.9;72;188
1721;Bordeaux;1978;5;17.3;23.0;12.4;87;238
1722;Bordeaux;1978;6;21.2;27.4;15.8;70;211
1723;Bordeaux;1978;7;23.3;29.0;19.2;59;249
1724;Bordeaux;1978;8;22.4;27.9;16.7;54;234
1725;Bordeaux;1978;9;18.4;23.3;13.8;78;215
1726;Bordeaux;1978;10;14.5;19.7;9.8;83;122
1727;Bordeaux;1978;11;9.8;16.1;3.9;80;94
1728;Bordeaux;1978;12;8.2;13.9;2.9;75;67
1729;Marseille;1978;1;9.8;14.5;5.3;49;164
1730;Marseille;1978;2;10.7;16.8;6.2;31;130
1731;Marseille;1978;3;13.0;17.8;8.0;35;166
1732;Marseille;1978;4;16.8;21.3;12.3;43;268
1733;Marseille;1978;5;17.3;23.7;12.8;33;330
1734;Marseille;1978;6;23.9;29.9;18.0;21;286
1735;Marseille;1978;7;27.1;31.9;21.4;4;322
1736;Marseille;1978;8;27.0;32.6;21.2;12;364
1737;Marseille;1978;9;22.4;28.2;18.0;51;252
1738;Marseille;1978;10;18.0;23.9;13.4;85;168
1739;Marseille;1978;11;13.0;18.6;7.6;75;138
1740;Marseille;1978;12;8.3;14.6;3.5;49;120
1741;Lille;1979;1;4.0;9.3;-0.3;49;51
1742;Lille;1979;2;4.5;10.6;-1.0;43;80
1743;Lille;1979;3;8.1;13.4;3.6;48;103
1744;Lille;1979;4;11.0;17.2;5.5;43;145
1745;Lille;1979;5;15.6;21.2;10.6;38;158
1746;Lille;1979;6;16.5;22.6;11.5;69;195
1747;Lille;1979;7;20.1;25.4;14.6;86;205
1748;Lille;1979;8;19.1;25.1;14.1;55;201
1749;Lille;1979;9;17.8;22.5;12.1;54;152
1750;Lille;1979;10;12.0;16.7;6.4;64;80
1751;Lille;1979;11;6.2;11.9;1.1;52;46
1752;Lille;1979;12;4.9;10.0;0.4;45;46
1753;Paris;1979;1;4.9;9.8;-0.4;51;57
1754;Paris;1979;2;6.6;12.6;1.6;56;73
1755;Paris;1979;3;9.8;16.0;4.9;41;106
1756;Paris;1979;4;12.7;17.8;7.8;48;170
1757;Paris;1979;5;15.7;21.8;10.5;69;225
1758;Paris;1979;6;19.1;24.0;13.2;43;205
1759;Paris;1979;7;21.6;26.3;17.0;80;176
1760;Paris;1979;8;21.7;26.3;17.6;42;192
1761;Paris;1979;9;17.8;23.5;12.8;67;172
1762;Paris;1979;10;11.7;16.4;6.8;70;105
1763;Paris;1979;11;8.6;14.9;3.1;37;72
1764;Paris;1979;12;6.7;12.4;1.6;59;42
1765;Nantes;1979;1;6.5;12.5;1.6;66;63
1766;Nantes;1979;2;8.1;13.0;3.6;68;85
1767;Nantes;1979;3;9.0;14.6;4.6;49;172
1768;Nantes;1979;4;12.5;17.7;8.4;51;142
1769;Nantes;1979;5;15.4;20.2;10.3;51;175
1770;Nantes;1979;6;19.9;25.8;15.8;36;232
1771;Nantes;1979;7;20.6;25.9;14.7;47;218
1772;Nantes;1979;8;22.3;28.2;16.8;37;205
1773;Nantes;1979;9;18.6;23.2;13.8;47;195
1774;Nantes;1979;10;12.5;17.8;6.6;61;93
1775;Nantes;1979;11;9.4;15.1;5.0;78;76
1776;Nantes;1979;12;6.5;11.5;1.7;95;65
1777;Bordeaux;1979;1;7.1;12.1;1.4;62;88
1778;Bordeaux;1979;2;8.7;14.5;4.0;53;81
1779;Bordeaux;1979;3;11.5;17.5;6.4;66;144
1780;Bordeaux;1979;4;15.9;21.8;11.3;64;171
1781;Bordeaux;1979;5;17.8;23.5;12.2;80;171
1782;Bordeaux;1979;6;22.2;27.4;18.2;68;279
1783;Bordeaux;1979;7;23.0;28.1;18.7;45;309
1784;Bordeaux;1979;8;22.3;27.3;16.4;46;212
1785;Bordeaux;1979;9;19.4;24.7;14.2;57;159
1786;Bordeaux;1979;10;14.1;20.4;8.4;111;113
1787;Bordeaux;1979;11;10.8;15.8;5.0;64;88
1788;Bordeaux;1979;12;8.6;13.8;4.4;69;57
1789;Marseille;1979;1;8.4;14.4;2.6;65;121
1790;Marseille;1979;2;10.0;15.6;5.5;41;148
1791;Marseille;1979;3;12.6;19.0;7.8;46;199
1792;Marseille;1979;4;15.0;21.3;9.5;35;223
1793;Marseille;1979;5;19.0;23.7;13.5;32;271
1794;Marseille;1979;6;24.4;29.9;19.0;15;388
1795;Marseille;1979;7;26.8;31.7;22.7;7;301
1796;Marseille;1979;8;26.2;32.2;22.2;20;303
1797;Marseille;1979;9;22.2;26.9;17.9;35;230
1798;Marseille;1979;10;18.4;23.2;14.2;56;210
1799;Marseille;1979;11;13.4;19.2;8.3;64;114
1800;Marseille;1979;12;8.3;14.3;4.1;55;128
1801;Lille;1980;1;3.9;8.8;-0.2;59;44
1802;Lille;1980;2;4.4;9.9;-1.2;48;68
1803;Lille;1980;3;9.0;13.9;4.5;46;105
1804;Lille;1980;4;9.3;13.9;3.7;37;145
1805;Lille;1980;5;15.0;20.3;9.3;56;147
1806;Lille;1980;6;17.5;23.7;12.1;44;210
1807;Lille;1980;7;19.9;26.0;13.9;85;171
1808;Lille;1980;8;19.5;24.3;15.4;70;172
1809;Lille;1980;9;16.8;21.8;11.1;50;157
1810;Lille;1980;10;11.5;17.9;6.5;78;99
1811;Lille;1980;11;7.7;13.9;1.9;61;47
1812;Lille;1980;12;4.5;9.5;-1.2;52;35
1813;Paris;1980;1;6.0;10.6;1.7;55;54
1814;Paris;1980;2;7.7;12.4;3.1;49;85
1815;Paris;1980;3;9.1;14.9;4.5;47;120
1816;Paris;1980;4;14.1;19.6;9.6;62;165
1817;Paris;1980;5;16.6;22.7;12.6;69;199
1818;Paris;1980;6;18.0;23.8;13.6;69;191
1819;Paris;1980;7;21.5;26.7;15.8;56;178
1820;Paris;1980;8;21.2;26.0;15.3;45;213
1821;Paris;1980;9;17.1;22.2;11.8;69;157
1822;Paris;1980;10;14.7;19.6;9.9;70;89
1823;Paris;1980;11;8.9;15.2;3.6;42;73
1824;Paris;1980;12;6.6;11.6;1.2;52;42
1825;Nantes;1980;1;6.1;11.4;0.8;97;64
1826;Nantes;1980;2;7.5;13.6;2.7;50;75
1827;Nantes;1980;3;8.8;14.8;4.4;74;145
1828;Nantes;1980;4;13.0;19.2;7.7;51;147
1829;Nantes;1980;5;15.0;20.5;10.3;66;232
1830;Nantes;1980;6;17.9;23.7;12.0;57;220
1831;Nantes;1980;7;21.4;26.2;15.8;31;217
1832;Nantes;1980;8;21.4;27.2;17.0;41;201
1833;Nantes;1980;9;18.5;23.3;12.6;70;189
1834;Nantes;1980;10;13.9;19.6;9.8;97;125
1835;Nantes;1980;11;9.0;13.5;3.2;91;75
1836;Nantes;1980;12;7.7;14.0;1.7;98;73
1837;Bordeaux;1980;1;9.3;15.8;4.5;57;97
1838;Bordeaux;1980;2;7.8;14.0;3.1;79;110
1839;Bordeaux;1980;3;11.9;17.4;7.3;54;135
1840;Bordeaux;1980;4;13.8;19.1;8.7;74;179
1841;Bordeaux;1980;5;17.8;23.3;12.4;83;206
1842;Bordeaux;1980;6;21.3;26.3;15.9;54;213
1843;Bordeaux;1980;7;23.0;27.8;18.4;47;248
1844;Bordeaux;1980;8;23.0;27.5;17.9;66;295
1845;Bordeaux;1980;9;18.9;24.3;13.3;64;182
1846;Bordeaux;1980;10;14.5;19.5;10.5;103;147
1847;Bordeaux;1980;11;9.9;15.0;5.8;73;81
1848;Bordeaux;1980;12;7.7;12.6;2.5;65;60
1849;Marseille;1980;1;10.2;16.0;6.0;62;129
1850;Marseille;1980;2;10.8;16.1;6.0;42;130
1851;Marseille;1980;3;12.9;18.4;8.8;36;221
1852;Marseille;1980;4;14.5;19.3;10.3;31;223
1853;Marseille;1980;5;19.7;24.4;15.6;27;266
1854;Marseille;1980;6;23.2;27.7;17.8;18;390
1855;Marseille;1980;7;27.5;33.8;23.1;7;433
1856;Marseille;1980;8;25.3;31.2;19.5;20;394
1857;Marseille;1980;9;22.9;28.0;17.9;57;225
1858;Marseille;1980;10;17.9;23.7;11.9;70;158
1859;Marseille;1980;11;14.2;19.1;10.0;52;152
1860;Marseille;1980;12;9.0;13.7;3.7;54;124
1861;Lille;1981;1;4.6;10.1;-0.3;62;55
1862;Lille;1981;2;5.5;11.7;-0.1;32;57
1863;Lille;1981;3;7.8;13.9;2.7;39;94
1864;Lille;1981;4;10.4;15.8;5.1;31;145
1865;Lille;1981;5;14.7;20.7;10.1;68;178
1866;Lille;1981;6;18.3;23.6;13.6;58;167
1867;Lille;1981;7;20.7;26.7;16.5;69;208
1868;Lille;1981;8;18.6;24.6;13.5;78;208
1869;Lille;1981;9;14.6;20.1;10.2;72;119
1870;Lille;1981;10;11.9;18.1;6.2;62;104
1871;Lille;1981;11;6.9;13.2;2.0;66;45
1872;Lille;1981;12;6.0;11.7;1.1;54;33
1873;Paris;1981;1;5.4;11.2;0.6;42;62
1874;Paris;1981;2;5.5;10.5;0.3;41;82
1875;Paris;1981;3;8.6;14.9;4.4;54;130
1876;Paris;1981;4;13.2;19.6;8.9;63;132
1877;Paris;1981;5;18.7;24.4;14.7;50;181
1878;Paris;1981;6;20.2;25.2;14.8;68;228
1879;Paris;1981;7;20.9;26.0;15.2;65;182
1880;Paris;1981;8;20.9;26.5;16.7;67;206
1881;Paris;1981;9;18.0;22.7;13.3;54;167
1882;Paris;1981;10;14.0;19.6;9.8;50;88
1883;Paris;1981;11;8.3;14.8;3.6;42;55
1884;Paris;1981;12;6.6;13.1;0.9;74;56
1885;Nantes;1981;1;7.2;12.5;2.2;70;69
1886;Nantes;1981;2;7.6;12.8;3.3;51;100
1887;Nantes;1981;3;9.8;14.4;5.0;55;167
1888;Nantes;1981;4;13.2;19.1;7.4;53;163
1889;Nantes;1981;5;15.9;22.0;10.0;50;181
1890;Nantes;1981;6;19.0;25.3;13.6;37;250
1891;Nantes;1981;7;20.7;25.7;15.9;52;194
1892;Nantes;1981;8;20.5;25.7;15.2;39;242
1893;Nantes;1981;9;17.7;23.9;13.4;44;140
1894;Nantes;1981;10;13.5;19.6;8.5;65;108
1895;Nantes;1981;11;9.5;15.8;5.1;101;85
1896;Nantes;1981;12;9.3;15.4;3.5;73;62
1897;Bordeaux;1981;1;6.8;13.3;1.7;91;93
1898;Bordeaux;1981;2;7.7;14.2;3.0;83;77
1899;Bordeaux;1981;3;10.5;16.4;6.5;73;125
1900;Bordeaux;1981;4;13.1;18.1;8.0;54;211
1901;Bordeaux;1981;5;17.5;23.9;11.6;58;191
1902;Bordeaux;1981;6;20.5;26.9;15.9;45;242
1903;Bordeaux;1981;7;23.7;29.3;19.3;56;227
1904;Bordeaux;1981;8;22.7;27.3;18.7;60;206
1905;Bordeaux;1981;9;19.1;24.7;14.5;83;200
1906;Bordeaux;1981;10;15.3;20.8;9.6;111;106
1907;Bordeaux;1981;11;10.7;15.5;5.2;77;76
1908;Bordeaux;1981;12;8.5;14.4;3.1;76;63
1909;Marseille;1981;1;7.2;12.9;1.9;46;176
1910;Marseille;1981;2;9.6;15.5;4.5;45;175
1911;Marseille;1981;3;12.8;17.6;7.6;41;243
1912;Marseille;1981;4;15.4;21.0;10.4;40;267
1913;Marseille;1981;5;18.1;24.4;14.1;24;325
1914;Marseille;1981;6;24.5;30.0;19.0;13;315
1915;Marseille;1981;7;27.1;31.8;22.3;6;437
1916;Marseille;1981;8;26.9;31.9;22.6;19;389
1917;Marseille;1981;9;22.5;28.0;18.3;41;291
1918;Marseille;1981;10;17.8;23.0;13.8;56;168
1919;Marseille;1981;11;12.4;18.9;7.4;55;114
1920;Marseille;1981;12;8.5;13.6;4.3;69;139
1921;Lille;1982;1;4.2;10.1;0.1;49;56
1922;Lille;1982;2;4.3;9.9;-0.3;43;61
1923;Lille;1982;3;6.4;11.6;2.2;32;134
1924;Lille;1982;4;9.8;15.0;5.0;34;142
1925;Lille;1982;5;14.9;20.8;10.2;54;199
1926;Lille;1982;6;17.1;22.9;13.1;63;166
1927;Lille;1982;7;19.9;25.7;14.1;50;193
1928;Lille;1982;8;19.2;25.1;13.4;55;210
1929;Lille;1982;9;16.1;21.0;11.3;59;129
1930;Lille;1982;10;11.9;17.9;7.0;69;101
1931;Lille;1982;11;7.7;12.5;3.3;65;61
1932;Lille;1982;12;4.2;9.2;-0.5;52;44
1933;Paris;1982;1;5.4;11.7;0.2;52;65
1934;Paris;1982;2;5.5;11.9;-0.4;35;90
1935;Paris;1982;3;9.1;14.0;4.3;43;123
1936;Paris;1982;4;12.7;17.3;7.3;56;171
1937;Paris;1982;5;15.1;20.0;9.5;66;219
1938;Paris;1982;6;19.2;24.4;14.1;68;246
1939;Paris;1982;7;21.2;26.8;16.3;76;260
1940;Paris;1982;8;20.4;25.5;16.4;62;235
1941;Paris;1982;9;17.5;23.6;12.8;43;161
1942;Paris;1982;10;12.9;18.1;7.1;51;89
1943;Paris;1982;11;8.3;13.3;2.6;51;60
1944;Paris;1982;12;5.1;10.5;0.8;71;44
1945;Nantes;1982;1;5.7;11.2;1.1;69;82
1946;Nantes;1982;2;7.7;12.9;3.2;55;104
1947;Nantes;1982;3;10.1;16.2;5.8;77;157
1948;Nantes;1982;4;12.2;17.3;8.1;59;145
1949;Nantes;1982;5;15.7;22.0;9.9;65;220
1950;Nantes;1982;6;18.8;25.1;14.2;43;225
1951;Nantes;1982;7;20.5;26.1;14.9;47;253
1952;Nantes;1982;8;21.2;26.4;17.0;42;194
